customer_tweet_id,customer_message,amazon_tweet_id,amazon_response
572841,"@AmazonHelp Have shared the details, waiting for some miraculous update now!",572842,"@254616 Thank you for sharing the details, we will get back with an update soon. ^BS"
572845,"@AmazonHelp I got the package yesterday. Perfect packaging and things intact. No complaints. Amazon hands down, any day! 👍",572844,@254617 Thank you for the confirmation. We're glad that we could deliver up to your satisfaction. ^KK
572848,@115850 Hi. My delivery of Taylor Swift's Reputation album CD is due on 28th Nov which I pre-ordered on 17th Oct. It's still showing Unavailable & Not yet dispatched. Others are getting it though. Can you guys look into it pls? Been waiting on it since T. Swift announced it. 🤞,572846,"@254617 I get your concern. We ship the products to meet the estimates. Please wait till the estimated delivery date for the delivery. If the product is not shipped or delivered by the mentioned time frame, please get back to us and we'll assist you further. ^NK"
572850,"@119625 can you guys get shows like the office US and Everybody Loves Raymond? I'm sure these are highly specific requests, but hey, a girl's got to try!:D",572849,"@254618 We don't have any announcements on this yet. However, we will continue to add new content. Keep checking https://t.co/FYM9PIZOR8 where we highlight the latest movies and TV shows we have available. ^AH"
572852,"@AmazonHelp Okay., but you can give some Amazon pay cashback atleast.",572851,@254619 Apologies but we would not be able to provide any credits. ^KK
572854,"@115850 I want to buy #Pedigree Puppy Dog Food Chicken & Milk, 10 kg Pack https://t.co/KUSzB5momu can you lower the price for me from 1559 to 1300₹? Because #paytm is selling at a reduced price.",572853,"@254619 Pricing and offers are decision of the sellers. The constantly changing marketplace and our efforts to offer you the lowest price, may result in fluctuations in our prices over time. We can't reduce the price. Appreciate your understanding in this concern.^HR"
572863,@AmazonHelp It is through UPS and was supposed to arrive 11/28 and eventually got lost. Chatted. Rep who promised to expedite and have it here today. Do U need the tracking # https://t.co/8yhPQS01ab,572861,"@254622 No need, we're unable to view your account and consider your tracking to be sensitive info. Does the tracking on the carrier's page offer any extra details as to why your order has been delayed? ^AM"
572862,@AmazonHelp No. There was no reasoning given as to the delay. It was supposed to have been expedited and delivered today since it was lost previously For an unknown reason. I can DM details of its easier?,572864,"@254622 I can understand how frustrating this is. Typically, late packages will arrive the next business day. Feel free to share more details with us via DM. https://t.co/1XyLaGkcaN"
572866,@115821 your reps have lied to us and nothing is done. Great to know this is how Amazon handles business. Especially for prime members https://t.co/wV30ic2pG3,572865,"@254622 I'm so sorry for the poor experience you had with customer service, and that your order hasn't arrived. We'd like to help if we can. What's the carrier and latest tracking scan on your order shown here: https://t.co/q4LAMZ3tbE? ^JN"
572875,@AmazonHelp I'm very confused. I ordered a Christmas gift for my friend and it shows that its delivered with a picture of a door. But she checked and that's not her door and no one around has seen it either? It says it came by AMZL US...,572873,@254625 Oh my! I'm sorry for the trouble. We'd like to look into this further with you. Please contact us here: https://t.co/hApLpMlfHN ^MO
572881,@AmazonHelp Initial out for delivery was 11/30. And then shows out for delivery today and nothing. UPS is the carrier. https://t.co/5RT2ZNmDHF,572880,"@254627 Thanks for the information, Derek. We'd like to look into this with you. Please reach us via phone or chat for available options here: https://t.co/hApLpMlfHN ^JP"
572883,@AmazonHelp how can I get my packages that were out for delivery on Thursday and now it’s Saturday and still nothing. I feel a gift card coming my way. Right?,572882,"@254627 I'm sorry for the inconvenience! Have we missed the delivery date shown here: https://t.co/Y5jpI9gRhE ? Also, who is the carrier listed in the tracking information for the orders? ^LJ"
572885,Ok new problem where is my Kindle CHARGER,572884,"@254628 Hey! Did we miss a delivery date? Let us know, were here for you! ^MO"
572890,@115821 @115850 your team member will not helping me they don't have any information that where is my product so that i want to close amazon from india,572888,"@231112 I get you being upset. However, as mentioned earlier, kindly respond to the correspondence which you have received from one of our teams for further assistance. ^JS"
572889,@AmazonHelp This is your assistance I not need this I want reason why it will be not delivered and why are you not sharing courier information for me,572891,"@231112 I'd request you to respond to the correspondence e-mail and the team would check and assist you further. We would not be able to proceed further without your response, Hence please respond and help us resolve this at the earliest. ^KK"
572894,@AmazonHelp Confused as to why what I am/was watching wouldn't be more readily available on Xbox one.,572892,"@254630 There should be a section call 'Watch Next' within the app. If you're unable to locate this section, please reach our Amazon Video team by phone or chat: https://t.co/hApLpMlfHN ^LR"
572896,Why is @116618 hiding the continue watching section???,572895,@254630 I'm sorry for any trouble. Can you explain in more detail what is going on? We'd like to help. ^RR
572902,Amazon Echo 届いたのでリビングに設置。ちょっと使ってみせたら子供たちが取り合って喋ってる。 https://t.co/S7bzBX928Q,572901,@254632 ご家族でご利用いただきありがとうございます😊✨SK
572905,"Woooooo @115821, you managed to get me so upset, I'm canceling whatever I have preordered with you. What happened to your customer service?! @AmazonHelp",572903,@254633 I'm so sorry for the poor experience! We'd still love to help. Without providing any account information do you mind letting us know what happened? ^LR
572908,アプリのアップデート来てechoとエアコンリンク出来た(^^)♫ やっぱバグだったのね（笑） てかAmazon echo最高過ぎる✨ #AmazonEcho,572906,@254634 |ω･`)ﾁﾗｯ ご不便をおかけしていたご様子…無事に接続できてよかったです♪ Echoをご利用いただき、ありがとうございます✨ どうぞ末永く仲良くしてやってください😊 RI
572910,Amazonからダイアナが来たw しやわせー♪早速観る～❤ #ワンダーウーマン https://t.co/OxKWlhYBlI,572909,@254635 ご利用いただきありがとうございます！こころゆくまでお楽しみください✨✨ SK
572915,@115821 So our prime account has had its password changed without permission on numerous occasions. Now it's been hacked and the login email address changed. Our bank account information is in that account. The service rep doesn't appear to want to help.,572913,@254495 I'm so sorry you're unable to access your account. Have you received an email from an Account Specialist? ^AG
572914,@AmazonHelp We actually need to talk to a system administrator to change the hacked login email back our real email address. Unfortunately your system is flawed and doesn't allow for direct communication. A retail sales rep had to submit a form to an account specialist. Unacceptable!,572916,@254495 Please keep an eye out for an e-mail from our Account Specialists. They are in the best position to assist further. ^RR
572919,@AmazonHelp I got a notification around 3 pm that said it was lost and would be delivered around 8pm but I've been waiting at my door since about 7pm and still no show 😬 not sure what's going on but my day is definitely gonna be ruined if I don't get this package,572918,@254637 Thank you for clarifying. We'd like to look into this with you when you've got some time. Please reach us by phone or chat via EP's link. ^DW
572921,@AmazonHelp y'all deliver on sundays or nah? Cause y'all lost my package and I kinda need it for work tomorrow 😬😬😬,572920,"@254637 If Sunday delivery is available it will be listed as an option during checkout. For the lost order, were you able to contact us for options: https://t.co/hApLpMlfHN? ^EP"
572923,Amazonプライムでsing見られるじゃん！,572922,@254638 |ω・)ﾁﾗｯ.｡oO(ぜひご覧ください！✨) YM
572926,@115850 Amazon doing partiality they cancelled my order by telling price error and delivered my friends order who lives in Hyderabad https://t.co/uyS8HOxX8c,572924,@254639 We'd like to look into this akshay. Please contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly. Siddharth | Amazon Customer Service
572925,@AmazonHelp They are not helping they only telling that this was price error so that your order cancelled but my friends order got delivered,572927,"@254639 In that case, kindly fill in your details here: https://t.co/GIJyeYqKE0 and we'll get this checked for you. Appreciate your patience. ^PB"
572929,Amazonから支払い番号来ない🙃,572928,@254640 お待たせしております。お支払い番号は、出荷準備が開始される段階で発行されるため、発行のタイミングは商品によって異なります。https://t.co/w7pekJAmOO ご心配をおかけして申し訳ございませんが、発行まで今しばらくお待ちください。RI
572931,@115850 thanks for instant one day replacement 🤘,572930,"@254641 Thank you for your kind words, Bharat. We are glad we were able to meet your expectations. Hope to see you soon! :) ^PB"
572933,I ordered the Skyrim bundle from Amazon on Nov 22nd still waiting! https://t.co/O1n6uA22rK #PSVR,572932,@254642 I'm sorry for the wait! Have we missed the delivery date shown here: https://t.co/Y5jpI9gRhE? ^DW
572935,Why would my mailman fail to deliver my package? Tracking says bc there was not access to my door. Let me help ya out. Step one: walk up the driveway step two:leave the package @115821 @123967 #why #fail,572934,@254643 I'm sorry you haven't received your order! Has the USPS indicated they will attempt another delivery? ^SB
573486,一年半以上未開封だったKindleをようやく開封。これでFire TVに手を出したら完全にAmazon生活,573485,@254814 ご利用ありがとうございます！一年という時を経て、どうぞKindle生活をごゆっくりお楽しみくださいませ（* ◜◒◝人）♥ SM
573488,@AmazonHelp お仕事早くて好き,573487,@254815 (///∇//)ﾃﾚﾃﾚ… またのご利用をお待ちしております！ RI
573490,ありがとうAmazon https://t.co/EMW7KXeFkm,573489,@254815 Amazonをご利用いただきありがとうございましたっΣd(*`･∀･´*) SM
573492,"#protip for all @115850 shoppers. If you shop regularly on Amazon Pantry and receive refund in bits and pieces, please please make sure you track and double check that you have received a full refund.",573491,"@199843 I'm sorry about the trouble you've had to go through with the refund of your order. We'd like to have this checked, kindly drop in your details here:https://t.co/beaaDm0muc and we'll reach out to you. ^EM"
573496,After #tenyearsofkindle and constant #screenissues I'm going to find another option for my #weak #kindle @137341 despite reaching out to customer service I get #excuses and #fobbedoff #anythingbutkindle,573495,@253805 We've received your details. We'll get back to you at the earliest possible. ^JS
573498,Amazonエコーのちっちゃいのきました。 https://t.co/aXWHM5gtyx,573497,@254817 エコーのちっちゃいの、お買い求めいただき、ありがとうございます！どうぞたくさん遊んでやってください♪ 末永く仲良くしていただけますように… RI
573502,Amazon Music Unlimitedに入ってみようかなぁ。悪くない気はするんだ。,573501,"@254819 失礼いたします、Amazonです。 Amazon Music Unlimitedは4,000万曲以上の楽曲やプレイリスト、ラジオなどをお楽しみいただけます！よろしければ、ご検討くださいませ<(_ _)> https://t.co/sRap30X3rC SM"
573504,#tenyearsofkindle mark the end of my kindle usage I guess. What say @137341,573503,"@253805 Akhila, let us look into it. Please share your details from the link here: https://t.co/VNUITkunAc and we will assist you further. ^HR"
573506,"@AmazonHelp If I uninstall, then what about the videos that are already downloaded. Will I lose them?",573505,"@254820 All your downloads and history will be intact and you'll be able to find them once you login to your Prime account. If the issue persists, kindly reach out to our support team here: https://t.co/0O4V24EK07 and we'll get this checked for you. ^PB"
573508,@119625 @AmazonHelp getting this error repeatedly. Unable to download videos on prime. Pls help. https://t.co/4bichhfpUE,573507,@254820 This is strange! Try uninstalling and re-installing the application. This should be rectified. Please keep us posted. ^KK
573511,@115850 Website slow from past few days. My internet speed at time of slowness is 9.7 Mbps which means my internet is fine. Other websites work fine. Your website is getting slow,573509,"@254821 Could you please let us know what went wrong? We would like to help. Because, when we check it from our end, the website seems to be working fine. ^HR"
573510,"@AmazonHelp It just gets slow randomly. Each and every one of the website's pages take forever to load. Makes checking orders bug hassle. I am on Windows 10 Desktop, latest Chrome so shouldn't be old browser issue. My laptop has 16 GB RAM so not a computer issue either.",573512,@254821 I understand your concern regarding the app. Could you try clearing the cache or trying logging into a different browser? Please do keep us posted if the issue persists. ^JS
573515,Amazonの予約システム全然わからん,573513,@254822 Amazonです。商品のご予約注文で何かお困りでしょうか？SK
573519,"@116875 @116875 ¿Qué se hace en el caso de un vendedor que NO envía el producto, no te quiere reembolsar pero sí te pide eliminar los comentarios negativos que has hecho? https://t.co/7v2AwZrZZA",573517,"@144107 ¡Hola Alejandro! Lamento los inconvenientes con este vendedor, en este caso si el producto no te llego el vendedor esta en la obligación de responder, de lo contrario lo mejor es presentar la reclamación de la garantía: https://t.co/M5EVrvIWAL ^JL"
573523,@116618 Made two attempts to watch #MrsMaisel episode 2. Twice I was bounced back to the @127972 hospital me screen after maybe 10 seconds.,573522,@254824 We'd like to help. Let's try some of these troubleshooting here: https://t.co/fwJTuOBG0S and let us know if the issue continues. ^GG
573526,@115850 u r charging delivery charges of rs.200 for this product whereas ur website says it's free for products having value more than rs. 599. Can u Pls check https://t.co/roBzj6Lkln,573524,@254825 You can know more about the delivery charges here:https://t.co/IqvWREe3kh Appreciate your understanding. 2/2 ^EM
573525,@AmazonHelp I checked but not clearly mentioned. Agwin Charging almost 25% is more. You need to look into this. By the way I am cancelling the order if u cannot help to resolve,573527,"@254825 As informed earlier, the delivery charges for seller fulfilled product might vary with each seller. However, I'll certainly share your comments to the relevant team internally. ^EM"
573529,@AmazonHelp @115850 ur clearly shows that u don't have monitoring mechanism for vendor. Anyone can charge what he wish. Charging 25% of product cost 4 delivery is criminal. It will impact ur compny in long term n competitive market,573530,"@254825 If it's a seller fulfilled order, the delivery charges are subject to change with respect to each seller. Having said that, as mentioned earlier, we'll be sure to pass this on as a feedback internally. Appreciate your patience. ^PB"
573531,@AmazonHelp @115850 I am awaiting for ur revert after internal evaluation,573532,"@254825 We'll certainly have this looked into. However, we'd not be able to share the outcome as it would be done internally. Appreciate your understanding. ^EM"
573528,@AmazonHelp I checked but not clearly mentioned. Again Charging almost 25% of cost is more. This is a https://t.co/KuKKy0legG need to look into this. By the way I am cancelling the order if u cannot help to resolve @115850,573533,@254825 I understand your concern regarding the price issue. Please contact us here: https://t.co/vlvfJr4nN9. We'll assist you further. ^JS
573536,@115850 @AmazonHelp Shipment shows delivered but no one delivered. Can you please help? How do I share my order ID?,573535,"@193516 That's strange, let us check what went wrong. Please contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^SP"
573538,amazon echo関連の動画を再生すると，うちのecho dotが反応してしまう......,573537,@254826 (*´-`).｡oO（ウェイクワードに反応しちゃうんですね・・・） SK
573542,@115821 But really lately my Prime 2 day shipping has been consistently more than 2 days and I've had cancelled orders still shipped and charged to my card. @115821 explain yourselves,573541,"@254828 I'm sorry for the trouble! Have you had a chance to report your late deliveries to us? If not, you can reach us by phone or chat here: https://t.co/hApLpMlfHN ^LR"
573546,@AmazonHelp Nope! Can't wait to get my tree soon :) Love @117795!!,573544,@254829 Amazon loves you! 💕 ^EP
573548,I just took #OnlineShopping to the next level... pushed a few buttons and got MY CHRISTMAS TREE OFF @115821. Here's actual footage of my tree being processed & delivered: https://t.co/zsFZBAZnIJ,573547,@254829 No trees were hurt in the making of this GIF 😋 🌲 🎁 ^JP
573552,Amazon musicにペルソナのサントラあるのありがたすぎるな・・・,573551,@254830 |ω･`)ﾁﾗｯ お役に立ててよかったです！Amazon Musicをご利用いただき、ありがとうございますm(*-ω-)m RI
573554,@AmazonHelp 無事届きました。,573556,@254831 リプライありがとうございます。このたびはご心配をおかけいたしました。ご不明な点などございましたらご遠慮なくご質問ください。今後ともどうぞよろしくお願いいたします！SK
573561,"Is there an @115821 option for Prime shipping without USPS? Because, yeah, what I really wanted is EVERY ONE of my packages late and delivered by people who don't GAF... https://t.co/hGwufkJJ4n",573559,"@254833 I'm sorry for the trouble! We currently are unable to request a specific carrier not be used for your orders. When you have a moment, please reach us by phone or chat for any other options available: https://t.co/hApLpMlfHN ^LR"
573560,"@AmazonHelp Yet another order just missed the ""guaranteed"" delivery date due to USPS. Maybe show me when I check out that you'll be using USPS so I can buy it elsewhere and actually get my package on time.",573562,"@254833 I'm so sorry about this, Jake! Have you had a chance to reach out to us via phone or chat regarding this matter? If so, what options or insight were provided to you? ^JY"
573566,ordered my mic ... today i hope i get it delivered in two days so that i can start recording as soon as i finish the writing cuz i havent uploaded anything in a week i am i am sorry for that exams suck . still going on but i have a two day gap i hope i can upload @115850,573564,@254835 All the packages will be shipped on time so that it reaches you by estimated delivery date. Do keep us posted if you see any delay in delivery. ^SP
573565,@AmazonHelp Everything I have ordered so far reached me on time ..So no problems,573567,@254835 I'm positive that the package will be delivered to you within the mentioned time frame. Do keep us posted for any further assistance. ^AH
573571,@AmazonHelp I ordered 2 face masks that were supposed to come on the 29th and they never came and they don’t show up on my orders,573570,@254837 We'd like to take a closer look at this. Please reach out to us at your earliest convenience here: https://t.co/hApLpMlfHN ^LJ
573945,@AmazonHelp @115821 are you guys sleeping...there is no resolution to any complaint...have you guys become permanent frauds and cheats...,573942,@242306 We had requested you to provide us the details. I had checked but was unable to find any. Would you please share the details on the link that was provided to you earlier and we would check and connect with you to help. ^KK
573944,"@AmazonHelp https://t.co/AnUv3YHrBS this is the link of the page... for more details... I had purchased Cheveron AliebBass Bluetooth Earphone on 24th October. The product was delivered on 11th November. Since then i used it not even 5 times. For past two days, its not getting charged....",573946,@242306 Apologies for the hassle. Have you shared your details via the secure link shared earlier ? ^SB
573949,Amazonサンタからぼたんにクリスマスプレゼント🎅 https://t.co/JT78zFDa4t,573947,@254957 こんにちは、Amazonサンタです⁉️🎅🎄 「これ、どうやって遊ぶの…?!」って一瞬こっちを見る顔が、たまらなくカワイイです💖 RI
573953,@115850 your add address form resets after switching apps. Please address the issue in upcoming update. https://t.co/O0vTN1oEwQ,573951,@254958 I couldn't comprehend your concern swagat. Could you elaborate the issue so that we can assist you accordingly. ^SP
573952,"@AmazonHelp Let's say I want to add a new address which is saved in some other app. I go to the add address page and fill some data. I switch to the other app and copy some content and when I try to paste it to Amazon address form, the data filled previously gets reset.",573954,@254958 I've checked and seen the app is working fine in adding the address and the data doesn't reset. Please try using the app after uninstalling and reinstalling the app. ^AP
573955,@AmazonHelp Will get back after reinstalling.,573956,@254958 Please keep us posted. ^KK
573959,@AmazonHelp Confirmed: Order for Surf E..& 1 other item is successfully placed & you'll get it by 12-Dec.Track:https://t.co/31yi7oJcmE or give missed call to 180030001001. https://t.co/uiYnF8PgtL,573957,@254959 I'm sorry that the order has been cancelled. You would have received an email with the reason regarding the cancellation of the order. Please check and let us know for any further assistance. ^AH
573958,@AmazonHelp i have called ur customer support ..they are sayig 1.order limit exceeded 2.COD PRBLM 3.TECHNICAL ISUE NOW U TELL WAS THE LIMIT EXCEEDED IF COD WASNT AVLBL..HOW ORDER GOT PLACED. TECHICAL ISSUE DNT KNW WAT IS DIS,573960,@254959 I'll also be sure to forward your feedback internally for further improvements and take appropriate actions.(2/2) ^VM
573964,動きたく無さ過ぎてまたAmazonプライムナウ頼んでしまった.... 本当Amazonさんに生活支えてもらってる😇😇 https://t.co/7iX3ScscBc,573963,@254960 こんにちは。Amazon公式アカウントです( ･ᴗ･ ) いつもご利用いただき、誠にありがとうございます🙇 また機会がございましたら是非ご活用くださいませ🚚🎁🍚HM
573967,"@115850 Hey, need a bit of help - can my latest order be shipped fast? Need it urgently for a training. Let me know the details you need.",573965,@158940 We try to deliver almost all orders by the estimated delivery date provided to you at the time of placing an order. Could you let us know if there was a miss? ^VM
573966,"@AmazonHelp No miss, only a request.",573968,"@158940 We understand you'd like to receive your order at the earliest. However, we wouldn't be able to promise an early delivery at the moment. Kindly wait until the time frame requested and we'll have your package delivered soon. ^VM"
573975,"What the status of my refund @AmazonHelp @115850 @120781 Customer care cannot be cannect, and find my problem, Call will be disconnect when call customer care. Contact me as soon as possible My no. 7385952070. I'm suffering so much problem.",573973,"@130737 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. (2/2)^HR"
573974,"@AmazonHelp Contact me on call or email, As soon as possible",573976,"@130737 As informed earlier, since Twitter is asocial media platform we'd not be able to check/access your account. Hence, kindly drop in your details through the link provided earlier and we'll reach out to you at the earliest. Appreciate your understanding. ^EM"
573977,"@AmazonHelp I can't cannect with @115850 What can i do now, Its better to @115850 cannect with me from Amazon, I request you.",573978,"@130737 I understand your concern. As mentioned earlier, Twitter being social media platform we won't be able to access your account or order details. Please submit your details in the link provided earlier. We'll assist you further. ^JS"
573981,Same day shipping they said. WHERE MY PACKAGE AT @115821,573980,"@254963 Hello, what is the current tracking information showing for your order? Have a look here: https://t.co/Y5jpI9gRhE ^CR"
573983,AmazonプライムでTop Gear観れるのか。Amazonプライムに加入しようかな。。,573982,@254964 (*´-`).｡oO（お待ちしております～♪ https://t.co/qjaFIyMkEk ）TN
573987,Amazonさんありがとうございます(；；) https://t.co/prWrGX2VR7,573986,@254966 Amazonをご利用いただきありがとうございましたっΣd(*`･∀･´*) SM
573989,Dear @115850 if there is any price error ! Is it my responsibility or URS ! To correct it ! I have booked a product in price error i should have get it ! Because i have ordered item through you ( or any compensation ) I m right ? @115850,573988,"@254967 The pricing and offers are decision of the sellers. The constantly changing marketplace and our efforts to offer you the lowest price, may result in fluctuations in our prices over time. We do not offer any compensation, I will be sure to pass your feedback. ^BS"
573992,"@115850 if i'm ordering somethimg from Amazon Global Store, where i have to Produce the KYC and how. @AmazonHelp",573990,@254968 You can provide a copy of the ID proof to the delivery associate at the time of delivery. ^AP
573991,@AmazonHelp Okay. So all the customs clearance would be done by Amazon and my product will be delivered at my address or I have to go for customs clearance?,573993,"@254968 The product will be delivered at your doorstep. At the time of delivery, you have to provide a copy of the ID proof to the delivery associate. Do keep us posted for any further assistance. ^AH"
573997,@AmazonHelp Don't know when u all will stop disappointing me..every time I think you improved ur service but u disappoint me again.,573995,@254969 Appears you've had an unpleasant experience. We'd like to know what went wrong. Could you please tell us more about it? ^AP
573996,"@AmazonHelp I order a product , try cancelling it.. doesn't get cancelled..get the attached email..tried returning says only replacement..called ur customer service..they say return it on ur own. https://t.co/bg6DXiYoEi",573999,@254969 Our Twitter page is visible to public. 2/2 ^SB
574002,@AmazonHelp ありがとうございます,574004,@254970 どうぞお楽しみください～♪ RI
574006,i literally ordered this 3 hours ago and it’s already shipped. this is why @115821 will run the world one day. https://t.co/icfXnpxs3c,574005,@254971 Thanks very much for the kind words. I hope you have a great day 😎^CR
574008,Amazon Echo 届いた(*ﾟ▽ﾟ*) 設定に時間がかかった。 https://t.co/e6Da2RSTK3,574007,@254972 ご利用ありがとうございます。セットアップが無事できたとのことで安心いたしました(*´ω`*) SK
574012,@115850 I ordered a charging cable by mistake. Now it was delivered but I want to exchange it with a different type of cable but I cannot. It says I can only exchange it with a exact similar type only. Please help me out.,574011,"@254974 I get your concern regarding a product return. We only have an exchange option with a similar product. However, for further assistance please contact our support team here: https://t.co/HQhpS2qeEd, we will help you. ^BS"
574016,@115821 this is the second time in a month where at the last minute my delivery was changed whats going on???,574013,@254975 I'm sorry for the wait! Are there any updates or new details listed on the order information: https://t.co/Y5jpI9gRhE? ^EP
574015,@AmazonHelp no it was suppoused to be bere by 8pm saturday and at 8pm it changed to tuesday.,574017,"@254975 I'm so sorry that your orders have been delayed, Michael. This is our busiest time of year and unfortunately that slows everything down a bit. The help file explains it better than I do: https://t.co/BNOrjsNGWw Please reach out if you need further assistance! ^SP"
574019,Amazon be bullshittin with my package man 🤦🏽‍♂️,574018,"@254976 I'm sorry, have we missed a delivery date? We're here to help, if we can. For your security, please don't post account info, though. ^AM"
574023,"@AmazonHelp Thanks for the reply, no I haven’t reported it yet as I wasn’t sure where to do so. Will now, thank you.",574022,@254978 You're welcome! Let us know if you have any further questions or concerns. ^DW
574025,@AmazonHelp I’ve just discovered that every review I have ever left on https://t.co/HVFopra55I has been removed. Can you please tell me why?,574024,"@254978 I'm so sorry for the inconvenience! Have you had a chance to report this to our Communities team? If not, please reach us by phone or chat: https://t.co/hApLpMlfHN You can also review the community guidelines here: https://t.co/YmRLXT1fas ^LR"
574029,Yeah! Joining @132995 family today! Can't really wait now! @149087 @115850 @132994 #OnePlus5T 😍 https://t.co/o11bsZ57mG,574028,@143958 And we're excited to get it delivered to you soon ketan. 😀 ^SP
574032,Please help me with your customer service @115850 @AmazonHelp,574030,@254980 We'd like to help. Could you let us know more about the query? ^VM
574031,@AmazonHelp I have ordered on my frends behalf..my order is yet not received. I also called 3 times but it was of no use. On tracking it is written delayed as per customer request.. While I made no such request. Yesterday was her bday i wanted to gift her..😑 https://t.co/nnbeXnyF6I,574033,@254980 I'm sorry for the delay of your order. We'd like to look into it. Please share your details here: https://t.co/beaaDm0muc we'll reach out to you soon. ^AP
574036,amazonから今届きました〜‼︎ https://t.co/JUksaXEkb2,574034,@254981 ご利用いただきありがとうございます😊✨ SK
574035,@AmazonHelp コスパ最高です(^^),574037,@254981 よかったです～👍🎵 RI
574485,Hey @119625 When do you plan to add Malayalam movies to your roster??,574484,"@255123 Vignesh, we currently do not have Malayalam content on the service. Please stay tuned as we expand our content selection. ^HR"
574487,@115850 Want to buy Echo Dot but requested for invitation but for weeks it's not here Help!!!!!!!!!,574486,"@255124 I understand your concern regarding the invitation. We send a limited number of invitations each week to customers, so keep an eye on your inbox. ^JS"
574493,小遣いが支給されたのでAmazonで購入 https://t.co/s8UWVix2FC,574492,@255125 ご利用ありがとうございました！（かっこいい♪）Oo｡.(´-`*) TN
574498,Is @119625 down? Haven't been able to stream a single video all week.,574496,"@255127 Could you kindly elaborate on the issue for us to help you better? Also, what is the exact error you see when you try to stream? ^PB"
574497,"@AmazonHelp I keep getting error 1079. I can stream off of other apps like Netflix, hulu, and Crunchyroll with no issue. Amazon is the only issue.",574499,"@255127 That's strange, please report this to our support team here: https://t.co/eSItkOtvNd and they'll check this for you. ^VN"
574502,"@AmazonHelp Ordered two different items, received two of one and none of the other. Seems like a simple issue to me, but for some reason it looks like I'm being passed on to a third rep/supervisor? All I asked for was to have order corrected. And now nobodyg is responding at all!",574500,@255128 We are sorry for the frustration. Have you been able to resolve the issue with the live chat representative? ^LM
574501,@AmazonHelp No,574503,"@255128 Just to help us understand a bit better, what is the associate saying with regard to creating a replacement or refund for the item?^SM"
574507,"@AmazonHelp I'm 45 minutes into a chat session trying to resolve an order where to wrong item was sent. Don't know if these chat reps are not empowered or if a language barrier exists, but can someone help resolve a routine issue? So frustrating!",574506,"@255128 Hello, I am sorry to hear about the problems that have occurred with this order. I understand you our using our live chat. What have you been advised ?^CR"
574511,"@AmazonHelp Servicio Sin comunicación No podemos conectarnos a Amazon Prime Video. Vuelve a intentarlo en unos minutos. Si el problema continúa, contacta con Atención al cliente de Amazon en https:/{www. primevideo. com/ww-av-android-contactus. Código de error: 1004-Al",574510,"@254053 Kevin, te recomendamos contactar con Servicio al cliente, ellos te pueden ayudar, ingresa en el siguiente enlace: https://t.co/xOtoVC43kC. ^AG"
574514,Ya les he respondido. @AmazonHelp,574512,"@254053 Kevin, por favor, podrías confirmar, ¿desde cuál tipo de dispositivo estás intentando ingresar, y cuál mensaje de error específico has recibido? ^VM"
574521,Hi my account was hacked @115821 @AmazonHelp,574520,"@255132 I'm so sorry for the trouble with your account! Please reach out to us here: https://t.co/R2bY4sknXw, so we can look into this for you. ^JN"
574523,ところでAmazonprimeが凄いんだが,574522,@255133 ｄ(＞∀＜) https://t.co/qjaFIyMkEk TN
574526,Hola. Ya les envíe más información acerca del error en la app por DM. Espero su respuesta. @AmazonHelp,574524,@254053 Kevin te hemos respondido aqui https://t.co/HKtvl9B1XR ^JL
574528,ありがとうAmazon https://t.co/JoC8o6JAXh,574527,@255134 喜んでいただけたら幸いです😊 どうぞお楽しみください🎶 RI
574505,"@AmazonHelp Unfortunately not yet, blows my mind that I'm now an hour into this. Not how I want to spend Saturday night",574529,@255128 My apologies. What information has been provided so far? ^DC
574530,"@AmazonHelp Well it took about 90 minutes and 4 different reps to handle this, but my return/reship appears to be resolved. Why is this so difficult now? Amazon used to be great to deal with, are these like offshore reps who struggle with the language? I really dread dealing with CS now!",574531,"@255128 Thanks for confirming & I'm sorry you had such a negative experience! You should've received an e-mail survey after your chat contact. Pls respond to the survey w/ your feedback. We value our customer's voice! If you have further questions, pls let us know! ^KN"
574535,Dear @AmazonHelp please don't keep me on read. Respond to my DM. 😀,574534,"@255136 It appears we haven't received a DM from you recently, but we're happy to help if we can. Would you mind telling us more about the issue? If you prefer, you can DM us below. ^JN https://t.co/1XyLaGkcaN"
574537,@AmazonHelp “A carrier delay has occurred” and the location listed is my city! This was ordered on nov. 27 with prime shipping. After this kind of delay I’d be willing to drive and pick it up since it’s supposedly in my city somewhere,574536,@255137 We can make sure this is reported and we'll be able to look into available options for the order. We're available 24/7 here: https://t.co/hApLpMlfHN ^EP
574539,I placed orders with @30379 and @115821 and both are delayed and/or awol without update or reason after over two weeks 🙃,574538,@255137 I'm sorry for the delay. What's the most recent tracking update listed here: https://t.co/Y5jpI9gRhE? ^KB
574489,@115850 Please correct the URL in this post.,574546,"@255140 Sorry about that sahil, I've forwarded the error to concern team internally. It should be resolved soon and thank you for bringing this to our notice. ^SP"
574550,amazon様から届いた～(*´∀｀*) https://t.co/k1EwIeYPwe,574549,@255142 (*´-`).｡oO（無事お届けできて良かったです♪またのご利用をお待ちしております～）TN
